cycle,source_w,reserve_w,total_bus_load_w,noncompute_w,compute_budget_w,jetson_allow_w,scheduler_mode,adcs_mode,adcs_power_w,wheel_power_w,comms_power_w,thermal_power_w,propulsion_power_w,payload_power_w,pi_power_w,jetson_power_w,jetson_mode,jetson_job_type,truth_pointing_err_deg,est_pointing_err_deg,tracker_conf,tracker_valid,tracked_stars,comms_mode,comms_backlog_bits,payload_mode,payload_active,dataset_ready,dataset_id,dataset_count,acquisition_stage,active_stage,active_stage_n,roi_count,processing_queue,thermal_mode,heater_active,thermal_temp_c,propulsion_mode,propulsion_active,propulsion_thrust_n,camera_mode,camera_frame_ready,alignment_valid,alignment_score,blur_score,brightness_mean,contrast_score,raw_capture_path,rectified_image_path
69,113.231,20,41.3614,28.3614,48.6525,40.6525,1,"TRACKER_DEGRADED",15.3614,6.36136,4,2,1,6,8,5,"IDLE","none",1.5598,1.36173,0.219629,0,13,"STANDBY",41521752,"IDLE",0,0,"dataset_3",4,0,3,1024,14,1,"PASSIVE",0,16.62,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
70,112.831,20,44.3822,31.3822,46.0863,38.0863,1,"CORRECTING",18.3822,6.38224,4,2,1,6,8,5,"IDLE","none",1.56756,1.38794,0.599993,1,15,"STANDBY",41521752,"IDLE",0,0,"dataset_3",4,0,3,1024,14,1,"PASSIVE",0,16.59,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
71,112.597,20,41.4045,28.4045,48.1445,40.1445,1,"TRACKER_DEGRADED",15.4045,6.40453,4,2,1,6,8,5,"IDLE","none",1.59599,1.42745,0.357831,0,11,"STANDBY",41521752,"IDLE",0,0,"dataset_3",4,0,3,1024,14,1,"PASSIVE",0,16.56,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
72,112.527,20,41.4262,28.4262,48.0753,40.0753,1,"TRACKER_DEGRADED",15.4262,6.42619,4,2,1,6,8,5,"IDLE","none",1.64308,1.48627,0.311774,0,8,"STANDBY",41521752,"IDLE",0,0,"dataset_3",4,0,3,1024,14,1,"PASSIVE",0,16.53,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
73,112.608,20,51.4473,38.4473,40.6208,32.6208,1,"TRACKER_DEGRADED",15.4473,6.44725,4,12,1,6,8,5,"IDLE","none",1.70548,1.56048,0.431341,0,11,"STANDBY",41521752,"IDLE",0,0,"dataset_3",4,0,3,1024,14,1,"HEATING",1,16.68,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
74,112.826,20,41.4671,28.4671,48.2694,40.2694,1,"TRACKER_DEGRADED",15.4671,6.46713,4,2,1,6,8,5,"IDLE","none",1.77917,1.64663,0.204059,0,10,"STANDBY",41521752,"IDLE",0,0,"dataset_3",4,0,3,1024,14,1,"PASSIVE",0,16.65,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
75,113.16,20,41.4853,28.4853,48.5057,40.5057,1,"TRACKER_DEGRADED",15.4853,6.48526,4,2,1,6,8,5,"IDLE","none",1.85996,1.73879,0.0966948,0,11,"STANDBY",41521752,"IDLE",0,0,"dataset_3",4,0,3,1024,14,1,"PASSIVE",0,16.62,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
76,113.583,20,44.5024,31.5024,46.5601,38.5601,1,"CORRECTING",18.5024,6.50237,4,2,1,6,8,5,"IDLE","none",1.94425,1.84034,0.920573,1,24,"STANDBY",41521752,"IDLE",0,0,"dataset_3",4,0,3,1024,14,1,"PASSIVE",0,16.59,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
77,114.067,20,44.5191,31.5191,46.9108,38.9108,1,"CORRECTING",18.5191,6.51912,4,2,1,6,8,5,"IDLE","none",2.02892,1.9368,0.606567,1,20,"STANDBY",41521752,"IDLE",0,0,"dataset_3",4,0,3,1024,14,1,"PASSIVE",0,16.56,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
78,114.582,20,44.5347,31.5347,47.2856,39.2856,1,"CORRECTING",18.5347,6.53466,4,2,1,6,8,5,"IDLE","none",2.11161,2.02998,0.782308,1,20,"STANDBY",41521752,"IDLE",0,0,"dataset_3",4,0,3,1024,14,1,"PASSIVE",0,16.53,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
79,115.097,20,51.5501,38.5501,42.4104,34.4104,1,"TRACKER_DEGRADED",15.5501,6.55005,4,12,1,6,8,5,"IDLE","none",2.19054,2.1138,0.292497,0,23,"STANDBY",41521752,"IDLE",0,0,"dataset_3",4,0,3,1024,14,1,"HEATING",1,16.68,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
80,115.581,20,41.5647,28.5647,50.2626,42.2626,1,"TRACKER_DEGRADED",15.5647,6.56467,4,2,1,6,8,5,"IDLE","none",2.26443,2.19199,0.058236,0,7,"STANDBY",41521752,"IDLE",0,0,"dataset_3",4,0,3,1024,14,1,"PASSIVE",0,16.65,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
81,116.006,20,44.5788,31.5788,48.3206,40.3206,1,"CORRECTING",18.5788,6.57876,4,2,1,6,8,5,"IDLE","none",2.33247,2.26687,0.625417,1,21,"STANDBY",41521752,"IDLE",0,0,"dataset_3",4,0,3,1024,14,1,"PASSIVE",0,16.62,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
82,116.346,20,44.5924,31.5924,48.5649,40.5649,1,"CORRECTING",18.5924,6.59235,4,2,1,6,8,5,"IDLE","none",2.39411,2.3338,0.494949,1,14,"STANDBY",41521752,"IDLE",0,0,"dataset_3",4,0,3,1024,14,1,"PASSIVE",0,16.59,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
83,116.578,20,44.6054,31.6054,48.7292,40.7292,1,"CORRECTING",18.6054,6.60542,4,2,1,6,8,5,"IDLE","none",2.44913,2.39421,0.772724,1,23,"STANDBY",41521752,"IDLE",0,0,"dataset_3",4,0,3,1024,14,1,"PASSIVE",0,16.56,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
84,116.686,20,44.6186,31.6186,48.8003,40.8003,1,"CORRECTING",18.6186,6.61859,4,2,1,6,8,5,"IDLE","none",2.49754,2.44742,0.697872,1,24,"STANDBY",41521752,"IDLE",0,0,"dataset_3",4,0,3,1024,14,1,"PASSIVE",0,16.53,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
85,116.658,20,54.6319,41.6319,41.2698,33.2698,1,"CORRECTING",18.6319,6.63194,4,12,1,6,8,5,"IDLE","none",2.53942,2.4937,0.523957,1,20,"STANDBY",41521752,"IDLE",0,0,"dataset_3",4,0,3,1024,14,1,"HEATING",1,16.68,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
86,116.49,20,44.6444,31.6444,48.6344,40.6344,1,"CORRECTING",18.6444,6.64438,4,2,1,6,8,5,"IDLE","none",2.57495,2.53236,0.493548,1,13,"STANDBY",41521752,"IDLE",0,0,"dataset_3",4,0,3,1024,14,1,"PASSIVE",0,16.65,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
87,116.183,20,41.6568,28.6568,50.6443,42.6443,1,"TRACKER_DEGRADED",15.6568,6.65678,4,2,1,6,8,5,"IDLE","none",2.60462,2.56324,0.168627,0,7,"STANDBY",41521752,"IDLE",0,0,"dataset_3",4,0,3,1024,14,1,"PASSIVE",0,16.62,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
88,115.743,20,45.6686,32.6686,47.3055,39.3055,1,"INIT",15.6686,6.66857,4,2,1,10,8,5,"IDLE","none",2.6289,2.58762,0,0,0,"STANDBY",41521752,"ACQUIRE",1,0,"dataset_3",4,1,3,1024,14,1,"PASSIVE",0,16.59,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
89,115.184,20,56.6813,43.6813,38.6268,30.6268,1,"TRACKER_DEGRADED",15.6813,6.68134,15,2,1,10,8,5,"THROTTLED","none",2.64838,2.6087,0.332127,0,21,"DOWNLINK",41513752,"ACQUIRE",1,0,"dataset_3",4,2,3,1024,14,1,"PASSIVE",0,16.56,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
90,114.525,20,52.6927,39.6927,41.1239,33.1239,1,"TRACKER_DEGRADED",15.6927,6.69267,15,2,1,6,8,5,"THROTTLED","none",2.66336,2.62262,0.194925,0,5,"DOWNLINK",41505752,"READY",0,1,"dataset_4",5,3,3,1024,14,1,"PASSIVE",0,16.53,"IDLE",0,0,"image_file",1,1,0.502268,0.0126389,0.499568,0.219298,"out_profile/full_demo/datasets/dataset_4/raw_capture_from_file.ppm","out_profile/full_demo/datasets/dataset_4/rectified_input.ppm"
91,113.789,20,65.7057,52.7057,30.8123,22.8123,1,"CORRECTING",18.7057,6.70566,15,12,1,6,8,5,"THROTTLED","none",2.67464,2.63738,0.71857,1,18,"DOWNLINK",41497752,"IDLE",0,0,"dataset_4",5,0,3,1024,14,1,"HEATING",1,16.68,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
92,113.003,20,52.7179,39.7179,39.9642,31.9642,1,"TRACKER_DEGRADED",15.7179,6.71792,15,2,1,6,8,5,"THROTTLED","none",2.68237,2.64663,0.187544,0,6,"DOWNLINK",41489752,"IDLE",0,0,"dataset_4",5,0,3,1024,14,1,"PASSIVE",0,16.65,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
93,112.199,20,52.7296,39.7296,39.3519,31.3519,1,"TRACKER_DEGRADED",15.7296,6.72962,15,2,1,6,8,5,"THROTTLED","none",2.68699,2.65151,0.0679993,0,6,"DOWNLINK",41481752,"IDLE",0,0,"dataset_4",5,0,3,1024,14,1,"PASSIVE",0,16.62,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
94,111.406,20,55.7418,42.7418,36.4983,28.4983,1,"CORRECTING",18.7418,6.74181,15,2,1,6,8,5,"THROTTLED","none",2.68906,2.65493,0.505426,1,14,"DOWNLINK",41473752,"IDLE",0,0,"dataset_4",5,0,3,1024,14,1,"PASSIVE",0,16.59,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
95,110.657,20,55.7547,42.7547,35.927,27.927,1,"CORRECTING",18.7547,6.75471,15,2,1,6,8,5,"THROTTLED","none",2.68902,2.65843,0.906807,1,25,"DOWNLINK",41465752,"IDLE",0,0,"dataset_4",5,0,3,1024,14,1,"PASSIVE",0,16.56,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
96,109.983,20,52.7657,39.7657,37.6632,29.6632,1,"TRACKER_DEGRADED",15.7657,6.76572,15,2,1,6,8,5,"THROTTLED","none",2.68702,2.65442,0.394654,0,10,"DOWNLINK",41457752,"IDLE",0,0,"dataset_4",5,0,3,1024,14,1,"PASSIVE",0,16.53,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
97,109.413,20,51.779,38.779,37.9751,29.9751,1,"TRACKER_DEGRADED",15.779,6.77904,4,12,1,6,8,5,"IDLE","none",2.68382,2.6516,0.371622,0,17,"STANDBY",41457752,"IDLE",0,0,"dataset_4",5,0,3,1024,14,1,"HEATING",1,16.68,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
98,108.97,20,44.7915,31.7915,42.8839,34.8839,1,"CORRECTING",18.7915,6.79155,4,2,1,6,8,5,"IDLE","none",2.67944,2.64897,0.603539,1,18,"STANDBY",41457752,"IDLE",0,0,"dataset_4",5,0,3,1024,14,1,"PASSIVE",0,16.65,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
99,108.677,20,44.8045,31.8045,42.6542,34.6542,1,"CORRECTING",18.8045,6.80453,4,2,1,6,8,5,"IDLE","none",2.67415,2.64666,0.889651,1,23,"STANDBY",41457752,"IDLE",0,0,"dataset_4",5,0,3,1024,14,1,"PASSIVE",0,16.62,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
100,108.548,20,44.8169,31.8169,42.5485,34.5485,1,"CORRECTING",18.8169,6.81694,4,2,1,6,8,5,"IDLE","none",2.66807,2.64157,0.649168,1,22,"STANDBY",41457752,"IDLE",0,0,"dataset_4",5,0,3,1024,14,1,"PASSIVE",0,16.59,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
101,108.594,20,41.8295,28.8295,44.8236,36.8236,1,"TRACKER_DEGRADED",15.8295,6.82945,4,2,1,6,8,5,"IDLE","none",2.66155,2.63405,0.418434,0,12,"STANDBY",41457752,"IDLE",0,0,"dataset_4",5,0,3,1024,14,1,"PASSIVE",0,16.56,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
102,108.818,20,41.8425,28.8425,44.9818,36.9818,1,"TRACKER_DEGRADED",15.8425,6.84252,4,2,1,6,8,5,"IDLE","none",2.65488,2.6273,0.356603,0,9,"STANDBY",41457752,"IDLE",0,0,"dataset_4",5,0,3,1024,14,1,"PASSIVE",0,16.53,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
103,109.217,20,51.8556,38.8556,37.7712,29.7712,1,"TRACKER_DEGRADED",15.8556,6.85561,4,12,1,6,8,5,"IDLE","none",2.64812,2.62132,0.311602,0,16,"STANDBY",41457752,"IDLE",0,0,"dataset_4",5,0,3,1024,14,1,"HEATING",1,16.68,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
104,109.782,20,41.8685,28.8685,45.6851,37.6851,1,"TRACKER_DEGRADED",15.8685,6.86846,4,2,1,6,8,5,"IDLE","none",2.64128,2.61488,0.154825,0,5,"STANDBY",41457752,"IDLE",0,0,"dataset_4",5,0,3,1024,14,1,"PASSIVE",0,16.65,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
105,110.497,20,41.8812,28.8812,46.212,38.212,1,"TRACKER_DEGRADED",15.8812,6.88125,4,2,1,6,8,5,"IDLE","none",2.63455,2.60831,0.261726,0,23,"STANDBY",41457752,"IDLE",0,0,"dataset_4",5,0,3,1024,14,1,"PASSIVE",0,16.62,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
106,111.343,20,44.8939,31.8939,44.5865,36.5865,1,"CORRECTING",18.8939,6.89392,4,2,1,6,8,5,"IDLE","none",2.62805,2.60282,0.667361,1,18,"STANDBY",41457752,"IDLE",0,0,"dataset_4",5,0,3,1024,14,1,"PASSIVE",0,16.59,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
107,112.293,20,41.9073,28.9073,47.5392,39.5392,1,"TRACKER_DEGRADED",15.9073,6.9073,4,2,1,6,8,5,"IDLE","none",2.62186,2.59718,0.320432,0,11,"STANDBY",41457752,"IDLE",0,0,"dataset_4",5,0,3,1024,14,1,"PASSIVE",0,16.56,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
108,113.319,20,44.9205,31.9205,46.0492,38.0492,1,"CORRECTING",18.9205,6.92052,4,2,1,6,8,5,"IDLE","none",2.61595,2.59398,0.88928,1,24,"STANDBY",41457752,"IDLE",0,0,"dataset_4",5,0,3,1024,14,1,"PASSIVE",0,16.53,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
109,114.391,20,54.9334,41.9334,39.3432,31.3432,1,"CORRECTING",18.9334,6.93343,4,12,1,6,8,5,"IDLE","none",2.61028,2.58954,0.519571,1,13,"STANDBY",41457752,"IDLE",0,0,"dataset_4",5,0,3,1024,14,1,"HEATING",1,16.68,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
110,115.475,20,45.9469,32.9469,46.8964,38.8964,1,"TRACKER_DEGRADED",15.9469,6.94692,4,2,1,10,8,5,"IDLE","none",2.60494,2.58566,0.126058,0,19,"STANDBY",41457752,"ACQUIRE",1,0,"dataset_4",5,1,3,1024,14,1,"PASSIVE",0,16.65,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
111,116.54,20,48.9595,35.9595,45.4354,37.4354,1,"CORRECTING",18.9595,6.95953,4,2,1,10,8,5,"IDLE","none",2.59983,2.58143,0.75552,1,19,"STANDBY",41457752,"ACQUIRE",1,0,"dataset_4",5,2,3,1024,14,1,"PASSIVE",0,16.62,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
112,117.554,20,44.973,31.973,49.1858,41.1858,1,"CORRECTING",18.973,6.97297,4,2,1,6,8,5,"IDLE","none",2.59516,2.57835,0.451582,1,12,"STANDBY",41457752,"READY",0,1,"dataset_5",6,3,3,1024,14,1,"PASSIVE",0,16.59,"IDLE",0,0,"image_file",1,1,0.502268,0.0126389,0.499568,0.219298,"out_profile/full_demo/datasets/dataset_5/raw_capture_from_file.ppm","out_profile/full_demo/datasets/dataset_5/rectified_input.ppm"
113,118.488,20,41.9864,28.9864,52.1266,44.1266,1,"TRACKER_DEGRADED",15.9864,6.98639,4,2,1,6,8,5,"IDLE","none",2.59079,2.57504,0.225108,0,8,"STANDBY",41457752,"IDLE",0,0,"dataset_5",6,0,3,1024,14,1,"PASSIVE",0,16.56,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
114,119.319,20,41.9987,28.9987,52.7399,44.7399,1,"TRACKER_DEGRADED",15.9987,6.99875,4,2,1,6,8,5,"IDLE","none",2.5867,2.56994,0.16292,0,5,"STANDBY",41457752,"IDLE",0,0,"dataset_5",6,0,3,1024,14,1,"PASSIVE",0,16.53,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
115,120.024,20,55.0121,42.0121,43.509,35.509,1,"CORRECTING",19.0121,7.01208,4,12,1,6,8,5,"IDLE","none",2.58315,2.56716,0.626903,1,18,"STANDBY",41457752,"IDLE",0,0,"dataset_5",6,0,3,1024,14,1,"HEATING",1,16.68,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
116,120.59,20,42.0255,29.0255,53.673,45.673,1,"TRACKER_DEGRADED",16.0255,7.0255,4,2,1,6,8,5,"IDLE","none",2.57999,2.5639,0.394559,0,10,"STANDBY",41457752,"IDLE",0,0,"dataset_5",6,0,3,1024,14,1,"PASSIVE",0,16.65,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
117,121.006,20,42.0387,29.0387,53.9756,45.9756,1,"TRACKER_DEGRADED",16.0387,7.03869,4,2,1,6,8,5,"IDLE","none",2.57721,2.56147,0.0918214,0,5,"STANDBY",41457752,"IDLE",0,0,"dataset_5",6,0,3,1024,14,1,"PASSIVE",0,16.62,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
118,121.271,20,42.0518,29.0518,54.1642,46.1642,1,"TRACKER_DEGRADED",16.0518,7.05182,4,2,1,6,8,5,"IDLE","none",2.57475,2.55872,0.393376,0,10,"STANDBY",41457752,"IDLE",0,0,"dataset_5",6,0,3,1024,14,1,"PASSIVE",0,16.59,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
119,121.387,20,70.0653,57.0653,33.2413,25.2413,1,"CORRECTING",19.0653,7.06526,15,2,15,6,8,5,"THROTTLED","none",2.57265,2.55808,0.877511,1,22,"DOWNLINK",41449752,"IDLE",0,0,"dataset_5",6,0,3,1024,14,1,"PASSIVE",0,16.56,"CORRECTION_BURN",1,0.12,"image_file",0,0,0,0,0,0,"",""
120,121.364,20,70.0786,57.0786,33.2143,25.2143,1,"CORRECTING",19.0786,7.07864,15,2,15,6,8,5,"THROTTLED","none",2.5708,2.55777,0.515519,1,19,"DOWNLINK",41441752,"IDLE",0,0,"dataset_5",6,0,3,1024,14,1,"PASSIVE",0,16.53,"CORRECTION_BURN",1,0.12,"image_file",0,0,0,0,0,0,"",""
121,121.218,20,77.0915,64.0915,27.8451,19.8451,1,"TRACKER_DEGRADED",16.0915,7.09154,15,12,15,6,8,5,"THROTTLED","none",2.56909,2.5557,0.0608573,0,6,"DOWNLINK",41433752,"IDLE",0,0,"dataset_5",6,0,3,1024,14,1,"HEATING",1,16.68,"CORRECTION_BURN",1,0.12,"image_file",0,0,0,0,0,0,"",""
122,120.969,20,70.1049,57.1049,32.8983,24.8983,1,"CORRECTING",19.1049,7.10489,15,2,15,6,8,5,"THROTTLED","none",2.56768,2.55465,0.55964,1,14,"DOWNLINK",41425752,"IDLE",0,0,"dataset_5",6,0,3,1024,14,1,"PASSIVE",0,16.65,"CORRECTION_BURN",1,0.12,"image_file",0,0,0,0,0,0,"",""
123,120.642,20,56.1181,43.1181,43.1428,35.1428,1,"CORRECTING",19.1181,7.11815,15,2,1,6,8,5,"THROTTLED","none",2.56652,2.55415,0.520462,1,16,"DOWNLINK",41417752,"IDLE",0,0,"dataset_5",6,0,3,1024,14,1,"PASSIVE",0,16.62,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
124,120.264,20,56.1315,43.1315,42.8493,34.8493,1,"CORRECTING",19.1315,7.13154,15,2,1,6,8,5,"THROTTLED","none",2.56553,2.55406,0.671486,1,18,"DOWNLINK",41409752,"IDLE",0,0,"dataset_5",6,0,3,1024,14,1,"PASSIVE",0,16.59,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
125,119.866,20,53.1318,40.1318,44.8004,36.8004,1,"WHEEL_SAT",16.1318,7.13183,15,2,1,6,8,5,"THROTTLED","none",2.56468,2.5528,0.288706,0,17,"DOWNLINK",41401752,"IDLE",0,0,"dataset_5",6,0,3,1024,14,1,"PASSIVE",0,16.56,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
126,119.478,20,53.1291,40.1291,44.5115,36.5115,1,"WHEEL_SAT",16.1291,7.12906,15,2,1,6,8,5,"THROTTLED","none",2.56402,2.55109,0.393382,0,10,"DOWNLINK",41393752,"IDLE",0,0,"dataset_5",6,0,3,1024,14,1,"PASSIVE",0,16.53,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
127,119.131,20,52.1273,39.1273,45.0025,37.0025,1,"WHEEL_SAT",16.1273,7.1273,4,12,1,6,8,5,"IDLE","none",2.56362,2.55126,0.417452,0,12,"STANDBY",41393752,"IDLE",0,0,"dataset_5",6,0,3,1024,14,1,"HEATING",1,16.68,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
128,118.853,20,45.1245,32.1245,50.0464,42.0464,1,"WHEEL_SAT",19.1245,7.12452,4,2,1,6,8,5,"IDLE","none",2.56326,2.55103,0.459008,1,13,"STANDBY",41393752,"IDLE",0,0,"dataset_5",6,0,3,1024,14,1,"PASSIVE",0,16.65,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
129,118.671,20,42.1224,29.1224,52.1612,44.1612,1,"WHEEL_SAT",16.1224,7.12242,4,2,1,6,8,5,"IDLE","none",2.56303,2.55132,0.0124047,0,6,"STANDBY",41393752,"IDLE",0,0,"dataset_5",6,0,3,1024,14,1,"PASSIVE",0,16.62,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
130,118.606,20,42.1195,29.1195,52.1147,44.1147,1,"WHEEL_SAT",16.1195,7.11952,4,2,1,6,8,5,"IDLE","none",2.56282,2.55086,0.404545,0,12,"STANDBY",41393752,"IDLE",0,0,"dataset_5",6,0,3,1024,14,1,"PASSIVE",0,16.59,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
131,118.675,20,42.1171,29.1171,52.1686,44.1686,1,"WHEEL_SAT",16.1171,7.11712,4,2,1,6,8,5,"IDLE","none",2.56272,2.55078,0.17095,0,21,"STANDBY",41393752,"IDLE",0,0,"dataset_5",6,0,3,1024,14,1,"PASSIVE",0,16.56,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
132,118.891,20,46.1146,33.1146,49.332,41.332,1,"WHEEL_SAT",16.1146,7.11462,4,2,1,10,8,5,"IDLE","none",2.56267,2.55073,0.419526,0,12,"STANDBY",41393752,"ACQUIRE",1,0,"dataset_5",6,1,3,1024,14,1,"PASSIVE",0,16.53,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
133,119.257,20,56.1123,43.1123,42.1088,34.1088,1,"WHEEL_SAT",16.1123,7.11228,4,12,1,10,8,5,"IDLE","none",2.56267,2.55134,0.441783,0,13,"STANDBY",41393752,"ACQUIRE",1,0,"dataset_5",6,2,3,1024,14,1,"HEATING",1,16.68,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
134,119.775,20,45.1095,32.1095,50.749,42.749,1,"WHEEL_SAT",19.1095,7.10949,4,2,1,6,8,5,"IDLE","none",2.56265,2.55147,0.56337,1,18,"STANDBY",41393752,"READY",0,1,"dataset_6",7,3,3,1024,14,1,"PASSIVE",0,16.65,"IDLE",0,0,"image_file",1,1,0.502268,0.0126389,0.499568,0.219298,"out_profile/full_demo/datasets/dataset_6/raw_capture_from_file.ppm","out_profile/full_demo/datasets/dataset_6/rectified_input.ppm"
135,120.436,20,45.107,32.107,51.2466,43.2466,1,"WHEEL_SAT",19.107,7.10697,4,2,1,6,8,5,"IDLE","none",2.56269,2.55188,0.502555,1,20,"STANDBY",41393752,"IDLE",0,0,"dataset_6",7,0,3,1024,14,1,"PASSIVE",0,16.62,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
136,121.227,20,45.1043,32.1043,51.8421,43.8421,1,"WHEEL_SAT",19.1043,7.1043,4,2,1,6,8,5,"IDLE","none",2.56275,2.55282,0.909208,1,23,"STANDBY",41393752,"IDLE",0,0,"dataset_6",7,0,3,1024,14,1,"PASSIVE",0,16.59,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
137,122.13,20,42.1019,29.1019,54.7711,46.7711,1,"WHEEL_SAT",16.1019,7.10185,4,2,1,6,8,5,"IDLE","none",2.5628,2.55309,0.392874,0,10,"STANDBY",41393752,"IDLE",0,0,"dataset_6",7,0,3,1024,14,1,"PASSIVE",0,16.56,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
138,123.121,20,45.0992,32.0992,53.2663,45.2663,1,"WHEEL_SAT",19.0992,7.09918,4,2,1,6,8,5,"IDLE","none",2.56282,2.55389,0.578477,1,15,"STANDBY",41393752,"IDLE",0,0,"dataset_6",7,0,3,1024,14,1,"PASSIVE",0,16.53,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
139,124.172,20,55.0965,42.0965,46.5568,38.5568,1,"WHEEL_SAT",19.0965,7.09655,4,12,1,6,8,5,"IDLE","none",2.56279,2.55411,0.60989,1,18,"STANDBY",41393752,"IDLE",0,0,"dataset_6",7,0,3,1024,14,1,"HEATING",1,16.68,"IDLE",0,0,"image_file",0,0,0,0,0,0,"",""
